id,age,name,club,nationality,position,preferred_foot,release_clause,value,wage
230513,34,Gus Outomouro,Internacional,Brazil,ST,Right,4000000.0,2100000.0,23000.0
211826,28,R. Czichos,1. FC Köln,Germany,LCB,Left,4900000.0,3200000.0,17000.0
240754,22,Y. Atal,OGC Nice,Algeria,RWB,Right,11600000.0,5500000.0,19000.0
195698,25,C. Doukouré,Levante UD,Ivory Coast,RDM,Right,9700000.0,4500000.0,16000.0
226419,29,F. Sambueza,Junior FC,Argentina,RM,Right,5500000.0,3900000.0,4000.0
230259,34,Juliano Mascarinhas,Grêmio,Brazil,LCM,Right,2200000.0,1200000.0,21000.0
192371,31,F. Rinaudo,Gimnasia y Esgrima La Plata,Argentina,RCM,Right,5100000.0,3400000.0,13000.0
209780,21,S. Schrijvers,Club Brugge KV,Belgium,RS,Right,9400000.0,5500000.0,15000.0
234612,20,J. Ikoné,LOSC Lille,France,CAM,Left,15400000.0,7000000.0,18000.0
184436,28,A. Smithies,Cardiff City,England,GK,Right,6900000.0,3300000.0,28000.0
198261,30,T. Ream,Fulham,United States,CB,Left,5600000.0,3000000.0,38000.0
211061,27,A. Maxim,1. FSV Mainz 05,Romania,LM,Right,7500000.0,4200000.0,22000.0
165493,33,N. Navarro,San Lorenzo de Almagro,Argentina,GK,Left,3000000.0,2000000.0,12000.0
189557,29,A. Rispoli,Palermo,Italy,RM,Right,4800000.0,3000000.0,4000.0
197238,29,I. Baldé,Real Oviedo,Senegal,ST,Right,6400000.0,4000000.0,11000.0
229494,27,Miguel Vieira,CD Lugo,Portugal,RCB,Right,6300000.0,3800000.0,8000.0
169078,26,L. Freeman,Queens Park Rangers,England,LM,Left,9300000.0,4700000.0,9000.0
179574,30,G. Hooper,Sheffield Wednesday,England,ST,Right,7300000.0,3900000.0,25000.0
215927,26,R. Emond,Standard de Liège,Belgium,ST,Right,7500000.0,4800000.0,15000.0
183671,31,E. Terranova,US Cremonese,Italy,RCB,Right,4300000.0,2700000.0,4000.0
184183,27,S. Dewaest,KRC Genk,Belgium,RCB,Right,6000000.0,3800000.0,12000.0
189303,26,Nélson Oliveira,Norwich City,Portugal,ST,Right,8300000.000000001,4400000.0,25000.0
199288,32,A. Losilla,VfL Bochum 1848,France,RDM,Right,3700000.0,2300000.0,14000.0
214136,26,F. Meza,Tigres U.A.N.L.,Colombia,CB,Right,7000000.0,4200000.0,36000.0
215417,26,C. Mathenia,1. FC Nürnberg,Germany,GK,Right,6500000.0,3500000.0,15000.0
218745,22,O. Ntcham,Celtic,France,CM,Right,12000000.0,6000000.0,34000.0
202106,27,M. Knoll,FC St. Pauli,Germany,LDM,Left,5400000.0,3400000.0,14000.0
208250,25,A. Bakasetas,AEK Athens,Greece,CAM,Left,11400000.0,5000000.0,1000.0
221306,27,M. Barrios,FC Dallas,Colombia,RM,Right,6300000.0,4200000.0,7000.0
228730,20,S. Salcedo,Club Atlético Huracán,Paraguay,RCB,Right,8300000.000000001,4900000.0,9000.0
234618,26,Perdigão,GD Chaves,Brazil,RW,Right,9000000.0,4300000.0,10000.0
239482,20,Galeno,Rio Ave FC,Brazil,LW,Right,,7000000.0,9000.0
192122,29,Bóveda,Deportivo de La Coruña,Spain,RB,Right,4800000.0,3000000.0,9000.0
192634,28,Marc Mateu,CD Numancia,Spain,LB,Left,6500000.0,4000000.0,10000.0
204412,25,G. Saville,Middlesbrough,Northern Ireland,LCM,Left,,4900000.0,12000.0
213884,23,R. Christie,Celtic,Scotland,LCM,Left,10300000.0,5500000.0,34000.0
237692,18,P. Foden,Manchester City,England,CAM,Left,19800000.0,8000000.0,36000.0
208509,23,T. Foket,Stade de Reims,Belgium,RB,Right,9200000.0,4500000.0,12000.0
188541,31,P. Schiattarella,SPAL,Italy,CM,Right,6200000.0,3400000.0,12000.0
201342,26,F. Sørensen,1. FC Köln,Denmark,CB,Right,6500000.0,4200000.0,16000.0
207998,25,D. Ward,Leicester City,Wales,GK,Right,7000000.0,3500000.0,32000.0
212350,25,L. Diony,AS Saint-Étienne,France,LM,Right,9900000.0,5000000.0,26000.0
229758,24,R. Krunić,Empoli,Bosnia Herzegovina,RCM,Right,10300000.0,5500000.0,11000.0
110974,34,Riesgo,SD Eibar,Spain,GK,Right,3400000.0,1600000.0,13000.0
183422,30,J. Howson,Middlesbrough,England,RCM,Right,7000000.0,3700000.0,41000.0
53630,34,J. Van Damme,Royal Antwerp FC,Belgium,LCB,Left,1800000.0,1200000.0,10000.0
181375,31,M. Martins,,Bolivia,RS,Right,,0.0,0.0
228736,20,W. Faríñez,Millonarios FC,Venezuela,GK,Right,8000000.0,5000000.0,2000.0
234624,28,B. Dibassy,Amiens SC,Mali,LB,Left,6300000.0,3200000.0,15000.0
177280,32,T. Reginiussen,Rosenborg BK,Norway,LCB,Right,3000000.0,2300000.0,6000.0
228737,29,G. Rivas,Al Hilal,Venezuela,ST,Right,6800000.0,4000000.0,33000.0
230529,34,Benjamin Meseira,Chapecoense,Brazil,RB,Right,2200000.0,1100000.0,13000.0
231041,25,C. Ninga,Stade Malherbe Caen,Chad,LW,Right,11400000.0,5500000.0,20000.0
169345,31,M. Suttner,Brighton & Hove Albion,Austria,LB,Left,5000000.0,2600000.0,33000.0
183937,30,G. van der Wiel,Toronto FC,Netherlands,RCB,Right,4500000.0,3000000.0,7000.0
232066,23,W. González,Club León,Paraguay,ST,Right,,6000000.0,22000.0
181123,30,T. Hořava,Viktoria Plzeň,Czech Republic,CAM,Right,8100000.0,3700000.0,1000.0
190084,27,P. Tachtsidis,Nottingham Forest,Greece,CDM,Left,6400000.0,3400000.0,35000.0
212613,23,W. Saïd,Dijon FCO,France,LM,Right,12100000.0,5500000.0,12000.0
219525,26,E. Cerutti,Independiente,Argentina,RM,Right,,4700000.0,29000.0
230277,30,Gustavo Lobateiro,Internacional,Brazil,RAM,Left,7200000.0,3800000.0,21000.0
225926,25,Pere Milla,SD Eibar,Spain,CAM,Left,10900000.0,5000000.0,17000.0
181383,28,J. Johansson,Stade Rennais FC,Sweden,CM,Right,7500000.0,4000000.0,26000.0
210313,23,T. Murg,SK Rapid Wien,Austria,RM,Left,7900000.0,5000000.0,14000.0
214665,25,J. Ramírez,Club Atlético Talleres,Argentina,LW,Left,7600000.0,4800000.0,14000.0
215433,23,F. Vicari,SPAL,Italy,CB,Right,10000000.0,5000000.0,10000.0
225673,23,K. Adams Nuhu,TSG 1899 Hoffenheim,Ghana,CB,Right,9500000.0,5000000.0,20000.0
206218,24,P. Nardi,KSV Cercle Brugge,France,GK,Right,,3900000.0,27000.0
208522,25,H. Magnússon,PFC CSKA Moscow,Iceland,LB,Left,10200000.0,4500000.0,1000.0
233866,20,O. Edouard,Celtic,France,ST,Right,14000000.0,7000000.0,32000.0
234378,19,D. Rice,West Ham United,Republic of Ireland,CDM,Right,12600000.0,6000000.0,21000.0
230283,34,Evandro Rochedo,Atlético Mineiro,Brazil,ST,Right,4000000.0,2100000.0,29000.0
172939,33,K. Westwood,Sheffield Wednesday,Republic of Ireland,GK,Left,3800000.0,2000000.0,17000.0
178571,37,Bracali,Boavista FC,Brazil,GK,Right,567000.0,270000.0,4000.0
213132,32,M. Sperduti,Patronato,Argentina,RM,Right,4500000.0,3100000.0,13000.0
224396,26,Y. Gómez Andrade,Unión de Santa Fe,Colombia,CB,Right,6300000.0,4000000.0,12000.0
215181,26,G. Peruzzi,Boca Juniors,Argentina,RB,Right,6000000.0,4099999.9999999995,17000.0
229517,23,Toni Villa,Real Valladolid CF,Spain,CF,Right,14400000.0,6000000.0,14000.0
214158,26,Y. Gordillo,Independiente Santa Fe,Colombia,LDM,Right,6500000.0,4400000.0,4000.0
152718,31,Ricardo,Henan Jianye FC,Portugal,ST,Right,7700000.0,3600000.0,13000.0
220302,23,B. Sanneh,RSC Anderlecht,Gambia,CB,Right,7900000.0,4700000.0,13000.0
230286,26,Michel Cruceiro,Atlético Mineiro,Brazil,LDM,Left,6600000.0,3500000.0,24000.0
176526,34,L. Burián,Club Atlético Colón,Uruguay,GK,Right,2400000.0,1600000.0,9000.0
182670,30,M. Tekdemir,Medipol Başakşehir FK,Turkey,CDM,Right,5600000.0,3000000.0,18000.0
199568,26,K. Lamprou,Ajax,Greece,GK,Left,4700000.0,3200000.0,11000.0
210320,23,I. Mbaye,Bologna,Senegal,RB,Right,9000000.0,4700000.0,19000.0
216464,23,A. Browne,Preston North End,Republic of Ireland,CAM,Right,10900000.0,5500000.0,11000.0
137361,33,G. Pazzini,Hellas Verona,Italy,ST,Right,4000000.0,2500000.0,5000.0
212369,25,Eduardo,SC Braga,Brazil,CM,Left,10300000.0,4900000.0,11000.0
193169,30,C. Santos,Deportivo de La Coruña,Venezuela,ST,Left,6200000.0,3900000.0,10000.0
234642,26,E. Mendy,Stade de Reims,Senegal,GK,Right,7200000.0,3500000.0,12000.0
236690,27,M. Ngadeu-Ngadjui,SK Slavia Praha,Cameroon,LCB,Right,8900000.0,3900000.0,1000.0
221331,22,L. Mazzitelli,Genoa,Italy,CM,Right,,5500000.0,32000.0
221587,25,J. Lolley,Nottingham Forest,England,RM,Left,9400000.0,4800000.0,36000.0
178323,29,A. Traoré,Atiker Konyaspor,Burkina Faso,CAM,Left,7800000.0,3900000.0,16000.0
183187,29,V. Stocker,FC Basel 1893,Switzerland,LM,Left,5900000.0,3900000.0,22000.0
191123,28,D. Alar,SK Rapid Wien,Austria,ST,Left,6200000.0,4099999.9999999995,18000.0
216468,24,J. Añor,Málaga CF,Venezuela,RM,Left,9200000.0,5500000.0,8000.0
227732,21,A. Donis,VfB Stuttgart,Greece,ST,Right,12400000.0,6500000.0,21000.0
183188,33,M. Gazzola,Parma,Italy,RB,Right,2800000.0,1500000.0,29000.0
194196,28,F. Diagne,Atiker Konyaspor,Senegal,RCB,Right,6500000.0,3200000.0,14000.0
137109,34,S. Schaars,SC Heerenveen,Netherlands,CDM,Left,1800000.0,1200000.0,8000.0
209301,25,M. Poundjé,FC Girondins de Bordeaux,France,LB,Left,8199999.999999999,4099999.9999999995,27000.0
214421,28,F. Hinestroza,Rionegro Águilas,Colombia,RM,Left,5500000.0,4000000.0,2000.0
211862,27,A. Hahn,FC Augsburg,Germany,RM,Right,7100000.0,4200000.0,20000.0
244376,21,V. Shepelev,Dynamo Kyiv,Ukraine,RDM,Right,12700000.0,5500000.0,1000.0
200857,25,M. Leitner,Norwich City,Germany,LDM,Right,9500000.0,4800000.0,22000.0
215449,22,R. Skov,FC København,Denmark,RM,Left,9000000.0,6000000.0,15000.0
164505,33,B. Guzan,Atlanta United,United States,GK,Left,3000000.0,2000000.0,5000.0
237209,24,M. Mitrović,Club Brugge KV,Croatia,CB,Right,7100000.0,4500000.0,14000.0
192665,31,A. Luthe,FC Augsburg,Germany,GK,Right,4099999.9999999995,2400000.0,15000.0
193177,28,A. Traoré,Göztepe SK,Ivory Coast,LB,Left,6300000.0,3200000.0,19000.0
193945,27,N. Uysal,Beşiktaş JK,Turkey,RCB,Right,7700000.0,3900000.0,32000.0
197786,28,G. Donati,1. FSV Mainz 05,Italy,RB,Right,5700000.0,3200000.0,21000.0
198554,27,A. Ujah,1. FSV Mainz 05,Nigeria,ST,Right,7700000.0,4300000.0,23000.0
188058,29,A. Kravets,Kayserispor,Ukraine,ST,Right,8000000.0,4000000.0,14000.0
193690,28,Z. Tomašević,KV Oostende,Montenegro,CB,Left,5700000.0,3600000.0,13000.0
205211,30,M. Borjan,,Canada,GK,Right,,0.0,0.0
236699,21,S. Lukić,Torino,Serbia,CDM,Right,9200000.0,4900000.0,21000.0
199580,25,C. Goldson,Rangers FC,England,RCB,Right,9500000.0,4800000.0,34000.0
229788,27,Rubén Alcaraz,Real Valladolid CF,Spain,LCM,Right,10300000.0,4500000.0,16000.0
165788,31,L. Ulloa,Pachuca,Argentina,ST,Right,6100000.0,3600000.0,26000.0
206238,24,Iván López,Gimnàstic de Tarragona,Spain,RB,Right,,4500000.0,15000.0
224158,21,S. Amrabat,Club Brugge KV,Morocco,CM,Right,9400000.0,5500000.0,13000.0
231838,20,M. Wöber,Ajax,Austria,CB,Left,8000000.0,5000000.0,9000.0
204447,30,F. Lucioni,Lecce,Italy,RCB,Right,4600000.0,3000000.0,4000.0
240289,22,Calero,Real Valladolid CF,Spain,LCB,Right,13200000.0,5500000.0,13000.0
176545,32,C. Marrugo,Millonarios FC,Colombia,CAM,Right,,3100000.0,8000.0
183969,30,J. Forlín,Real Oviedo,Argentina,CB,Right,4800000.0,3000000.0,9000.0
215202,23,L. Janson,Toronto FC,Argentina,CF,Right,,5500000.0,12000.0
215970,23,B. Bolingoli,SK Rapid Wien,Belgium,LB,Left,7000000.0,4500000.0,12000.0
229282,25,Thiago Santana,Santa Clara,Brazil,ST,Left,10800000.0,5000000.0,6000.0
186274,28,K. Rausch,,Russia,LB,Left,,0.0,0.0
193186,28,N. Etheridge,Cardiff City,Philippines,GK,Right,6900000.0,3300000.0,28000.0
142499,33,Aitor Sanz,CD Tenerife,Spain,CDM,Right,2600000.0,1600000.0,8000.0
211107,25,Frederico Venâncio,Vitória Guimarães,Portugal,CB,Right,9500000.0,4300000.0,8000.0
232099,22,M. Grujić,Hertha BSC,Serbia,RDM,Right,,6000000.0,51000.0
182435,29,M. Langerak,Nagoya Grampus,Australia,GK,Right,4099999.9999999995,3100000.0,6000.0
214949,24,H. Manzala,Angers SCO,DR Congo,LM,Right,12100000.0,5500000.0,16000.0
192165,32,Paulinho,BK Häcken,Brazil,LW,Right,3900000.0,3100000.0,5000.0
213414,24,W. Troost-Ekong,Udinese,Nigeria,RCB,Right,8300000.000000001,4400000.0,17000.0
201895,23,D. Fagundez,New England Revolution,Uruguay,CAM,Right,7600000.0,5000000.0,6000.0
178600,29,U. Demirok,Atiker Konyaspor,Turkey,LCB,Right,6200000.0,3100000.0,14000.0
182440,29,R. Kruse,VfL Bochum 1848,Australia,LM,Right,6300000.0,3900000.0,16000.0
207785,30,T. Matlaba,Orlando Pirates,South Africa,LB,Right,6200000.0,2900000.0,1000.0
228777,22,G. Banguera,Atlético Huila,Colombia,GK,Right,7200000.0,4700000.0,2000.0
200106,28,A. Özbiliz,Willem II,Armenia,RW,Left,,4000000.0,40000.0
210602,26,S. Al Dawsari,Al Hilal,Saudi Arabia,LM,Right,7300000.0,4300000.0,29000.0
222634,22,I. Success,Watford,Nigeria,RM,Right,11600000.0,5500000.0,34000.0
222123,25,A. Long,New York Red Bulls,United States,RCB,Right,7100000.0,4500000.0,6000.0
183211,32,M. Škoda,SK Slavia Praha,Czech Republic,ST,Right,7000000.0,3200000.0,1000.0
234924,21,A. Diakhaby,Huddersfield Town,France,RM,Left,10900000.0,5500000.0,26000.0
185260,32,D. Kadah,Göztepe SK,Turkey,CAM,Right,6200000.0,3100000.0,20000.0
190636,29,A. Ríos,Deportivo Toluca,Mexico,RCM,Right,5300000.0,3100000.0,19000.0
236461,21,J. Mateta,1. FSV Mainz 05,France,RS,Right,14000000.0,7000000.0,18000.0
188334,31,F. Cacciatore,Chievo Verona,Italy,RB,Right,4500000.0,2600000.0,13000.0
200111,27,R. van Rhijn,AZ Alkmaar,Netherlands,RB,Right,5800000.0,3700000.0,12000.0
214191,28,R. Pérez,Junior FC,Colombia,RCB,Right,5400000.0,3600000.0,4000.0
162223,31,A. Baumjohann,Western Sydney Wanderers,Germany,CAM,Right,4400000.0,3500000.0,9000.0
167599,30,R. Elm,Kalmar FF,Sweden,RCM,Right,4600000.0,3700000.0,4000.0
125871,28,H. Kaldırım,Fenerbahçe SK,Turkey,LB,Left,6000000.0,3200000.0,43000.0
215985,29,F. Monetti,Atlético Nacional,Argentina,GK,Right,4800000.0,3200000.0,4000.0
167601,31,K. Nababkin,PFC CSKA Moscow,Russia,LM,Right,5800000.0,2600000.0,1000.0
181681,31,S. Williams,Millwall,Republic of Ireland,CDM,Left,5100000.0,2700000.0,12000.0
208306,23,M. Stępiński,Chievo Verona,Poland,LS,Right,10500000.0,5500000.0,14000.0
185010,30,M. Pazdan,Legia Warszawa,Poland,CB,Right,4200000.0,3000000.0,8000.0
168883,33,T. Al Jassam,Al Wehda,Saudi Arabia,CAM,Right,,2300000.0,29000.0
179891,32,M. Heller,SV Darmstadt 98,Germany,RM,Right,5000000.0,3100000.0,17000.0
198836,27,V. Pajot,Angers SCO,France,CM,Right,8199999.999999999,4099999.9999999995,19000.0
222644,23,Y. Asad,DC United,Argentina,LM,Right,,5500000.0,11000.0
207797,26,Y. Banana,,Cameroon,RB,Right,,0.0,0.0
142773,34,W. Montillo,Club Atlético Tigre,Argentina,CAM,Right,3000000.0,2000000.0,13000.0
220085,22,L. Waldschmidt,SC Freiburg,Germany,LS,Left,11000000.0,5500000.0,19000.0
240309,27,Y. Makarenko,RSC Anderlecht,Ukraine,CM,Left,6200000.0,3900000.0,15000.0
234678,21,J. Mæhle,KRC Genk,Denmark,RB,Right,8500000.0,5000000.0,9000.0
204215,25,A. Reach,Sheffield Wednesday,England,CAM,Left,9900000.0,5000000.0,22000.0
143799,36,Y. Ayhan,MKE Ankaragücü,Turkey,RCB,Right,1100000.0,550000.0,12000.0
231095,29,N. Skubic,Atiker Konyaspor,Slovenia,RB,Right,6000000.0,3000000.0,14000.0
212408,29,Frédéric Mendy,Vitória de Setúbal,Guinea Bissau,ST,Right,8400000.0,4000000.0,7000.0
24248,38,D. Pizarro,Universidad de Chile,Chile,CM,Right,1800000.0,1300000.0,8000.0
230328,30,Pierrino Faria,Santos,Brazil,GK,Right,4900000.0,2600000.0,11000.0
178616,30,Adrián González,Málaga CF,Spain,LDM,Left,4800000.0,3000000.0,8000.0
213433,28,F. Tobio,Deportivo Toluca,Argentina,LCB,Right,6500000.0,3600000.0,19000.0
179897,32,R. Sigurðsson,,Iceland,LCB,Right,,0.0,0.0
158394,31,K. Reichel,1. FC Union Berlin,Germany,LB,Left,4200000.0,2600000.0,23000.0
230330,34,Nivo Serpinho,Chapecoense,Brazil,GK,Left,3100000.0,1600000.0,10000.0
205243,27,M. Wagué,Udinese,Mali,CB,Right,7300000.0,3900000.0,19000.0
192955,28,M. Klich,Leeds United,Poland,RM,Right,7500000.0,4000000.0,35000.0
198076,28,A. Abdennour,Olympique de Marseille,Tunisia,CB,Left,,3200000.0,24000.0
202428,25,B. Wood,Hannover 96,United States,ST,Right,,5000000.0,13000.0
201149,26,Álex Pérez,Real Sporting de Gijón,Spain,RCB,Right,6700000.0,4000000.0,8000.0
214206,30,G. Cano,Independiente Medellín,Argentina,RS,Right,5200000.0,3900000.0,4000.0
214462,22,I. Arboleda,Club Atlético Banfield,Colombia,GK,Right,7000000.0,4099999.9999999995,8000.0
199103,31,A. Domínguez,Vélez Sarsfield,Ecuador,GK,Right,3600000.0,2400000.0,10000.0
203455,28,O. Kragl,Foggia,Germany,LM,Left,6500000.0,4000000.0,4000.0
210111,23,José Rodríguez,Fortuna Sittard,Spain,RCM,Right,,4500000.0,17000.0
214207,27,F. Pardo,Olympiacos CFP,Colombia,RM,Right,9200000.0,4200000.0,1000.0
232639,20,R. Doan,FC Groningen,Japan,RM,Left,11600000.0,7000000.0,6000.0
202944,26,O. Hiljemark,Genoa,Sweden,CM,Right,8400000.0,4800000.0,14000.0
210881,23,J. McGinn,Aston Villa,Scotland,RCM,Left,10900000.0,5500000.0,15000.0
220609,22,V. Vada,FC Girondins de Bordeaux,Argentina,CM,Right,11600000.0,5500000.0,27000.0
186817,31,R. Halliche,Moreirense FC,Algeria,CB,Right,5700000.0,2700000.0,6000.0
194753,28,L. Marrone,Hellas Verona,Italy,LCB,Right,,3200000.0,61000.0
230850,25,G. Cimirot,Standard de Liège,Bosnia Herzegovina,LCM,Right,7800000.0,4900000.0,13000.0
190915,30,K. Wilczek,Brøndby IF,Poland,RS,Left,5000000.0,3900000.0,24000.0
234949,26,João Amaral,Lech Poznań,Portugal,RM,Left,5800000.0,4300000.0,9000.0
181445,32,R. Bengtsson,Malmö FF,Sweden,CB,Right,3000000.0,2300000.0,6000.0
206022,29,E. Johansson,Djurgårdens IF,Sweden,LCB,Right,3900000.0,3100000.0,6000.0
210118,29,Hélder Lopes,AEK Athens,Portugal,LB,Left,6700000.0,3000000.0,1000.0
225478,24,Serginho,Kashima Antlers,Brazil,ST,Left,7600000.0,5500000.0,11000.0
198599,26,M. Linnes,Galatasaray SK,Norway,RB,Right,7500000.0,3800000.0,37000.0
207559,23,S. Tibbling,Brøndby IF,Sweden,LCM,Right,8300000.000000001,5500000.0,19000.0
219591,23,S. Simič,Milan,Czech Republic,CB,Right,9500000.0,5000000.0,44000.0
212424,25,W. Trapp,Columbus Crew SC,United States,CDM,Right,6800000.0,4300000.0,6000.0
243656,22,N. Radonjić,Olympique de Marseille,Serbia,LW,Right,11600000.0,5500000.0,31000.0
188616,30,M. Sau,Cagliari,Italy,ST,Right,6600000.0,3900000.0,27000.0
190664,29,J. Schieber,FC Augsburg,Germany,ST,Left,6800000.0,4000000.0,22000.0
191688,29,Botía,Al Hilal,Spain,RCB,Right,5300000.0,3100000.0,28000.0
221641,24,W. Kanon,ADO Den Haag,Ivory Coast,LCB,Left,6900000.0,4400000.0,7000.0
229321,28,Amilton,CD Aves,Brazil,RW,Right,8500000.0,4000000.0,12000.0
232905,25,J. Ito,Kashiwa Reysol,Japan,RM,Right,6500000.0,4900000.0,9000.0
204234,26,Edgar Badía,CF Reus Deportiu,Spain,GK,Right,5900000.0,3600000.0,6000.0
18122,37,N. Penneteau,Sporting de Charleroi,France,GK,Left,405000.0,270000.0,6000.0
211147,22,V. Lazaro,Hertha BSC,Austria,RM,Right,7900000.0,4500000.0,17000.0
189899,29,V. Wormgoor,SK Brann,Netherlands,RCB,Right,3900000.0,3100000.0,5000.0
215245,24,A. Hunou,Stade Rennais FC,France,RM,Right,10900000.0,5500000.0,21000.0
226765,31,L. Gamba,Club Atlético Huracán,Argentina,RS,Right,5400000.0,3600000.0,15000.0
227789,23,Kim Seung Joon,Ulsan Hyundai FC,Korea Republic,RW,Right,6500000.0,4900000.0,7000.0
192205,28,R. Krhin,FC Nantes,Slovenia,RDM,Right,6200000.0,3200000.0,19000.0
174542,37,J. Herrera,Universidad de Chile,Chile,GK,Right,378000.0,270000.0,5000.0
200911,31,B. Stancu,Bursaspor,Romania,ST,Right,7200000.0,3600000.0,16000.0
224719,24,A. Tashaev,Spartak Moscow,Russia,LM,Right,10900000.0,5000000.0,1000.0
190671,31,M. Frantz,SC Freiburg,Germany,LM,Left,6200000.0,3400000.0,20000.0
206544,27,R. Bezus,Sint-Truidense VV,Ukraine,CM,Right,6300000.0,4200000.0,11000.0
155344,35,Shin Hwa Yong,Suwon Samsung Bluewings,Korea Republic,GK,Right,1200000.0,950000.0,4000.0
181456,30,R. Genevois,Stade Malherbe Caen,Haiti,CB,Right,5900000.0,3000000.0,17000.0
229585,24,M. Degenek,,Australia,CB,Right,,0.0,0.0
230353,34,Oswaldito Cuba,Chapecoense,Brazil,LB,Left,2200000.0,1100000.0,13000.0
215250,31,C. Rigamonti,Belgrano de Córdoba,Argentina,GK,Right,3500000.0,2400000.0,10000.0
188370,30,Wallace,Göztepe SK,Brazil,RCB,Right,5900000.0,3000000.0,18000.0
189650,30,J. Kovařík,Viktoria Plzeň,Czech Republic,LM,Left,8300000.000000001,3800000.0,1000.0
236499,20,Douglas Luiz,Girona FC,Brazil,LCM,Right,,6500000.0,55000.0
181459,33,V. Torosidis,Olympiacos CFP,Greece,RB,Right,3400000.0,1500000.0,1000.0
198868,26,N. Isimat-Mirin,PSV,France,CB,Right,5700000.0,3900000.0,12000.0
205524,28,Rúben Ferreira,Clube Sport Marítimo,Portugal,LB,Left,6600000.0,3200000.0,9000.0
216020,27,L. Gil,Rosario Central,Argentina,RDM,Left,6000000.0,3800000.0,13000.0
226773,20,P. Diop,Olympique Lyonnais,Spain,CM,Right,14700000.0,7000000.0,31000.0
228821,22,Z. Machach,Carpi,France,CAM,Right,,5500000.0,36000.0
204246,26,M. Bettinelli,Fulham,England,GK,Right,7100000.0,3600000.0,30000.0
231638,21,A. Peñaranda,Watford,Venezuela,ST,Right,12600000.0,6000000.0,32000.0
204247,24,K. Frei,Medipol Başakşehir FK,Turkey,LM,Right,9900000.0,5000000.0,17000.0
208088,23,Sergi Samper,FC Barcelona,Spain,CDM,Right,10800000.0,4800000.0,69000.0
228312,25,R. Lod,Real Sporting de Gijón,Finland,RM,Left,8400000.0,5000000.0,9000.0
183256,27,H. Saivet,Bursaspor,Senegal,CM,Right,,4099999.9999999995,36000.0
197081,26,A. Regattin,Akhisar Belediyespor,Morocco,LM,Right,8600000.0,4300000.0,15000.0
230361,34,Mauro Cildinho,Sport Club do Recife,Brazil,RB,Right,2200000.0,1100000.0,13000.0
210394,24,J. Ikoko,En Avant de Guingamp,DR Congo,RB,Right,9200000.0,4500000.0,15000.0
199387,30,P. Chavarría,Stade de Reims,Argentina,ST,Right,7700000.0,3900000.0,17000.0
183774,28,R. Bennett,Wolverhampton Wanderers,England,RCB,Right,6200000.0,3200000.0,46000.0
190942,29,K. Hansen,FC Midtjylland,Denmark,RCB,Right,4000000.0,3100000.0,18000.0
196318,26,S. Gürler,SD Huesca,Turkey,RM,Right,9400000.0,4300000.0,19000.0
7647,39,D. Dainelli,Livorno,Italy,CB,Right,419000.0,270000.0,2000.0
208607,33,M. Mantovani,UD Las Palmas,Argentina,CB,Right,2600000.0,1600000.0,9000.0
221919,23,A. Zeneli,SC Heerenveen,Kosovo,LM,Right,7900000.0,5000000.0,8000.0
231391,21,João Carvalho,Nottingham Forest,Portugal,CAM,Right,12600000.0,6000000.0,28000.0
183519,28,N. Barazite,Yeni Malatyaspor,Netherlands,CAM,Right,8100000.0,4000000.0,13000.0
199392,29,M. Aguirregaray,Al Fateh,Uruguay,RB,Right,5000000.0,3000000.0,22000.0
214497,26,A. Ricaurte,Independiente Medellín,Colombia,LM,Left,5700000.0,4000000.0,4000.0
169697,31,D. Randolph,Middlesbrough,Republic of Ireland,GK,Right,4600000.0,2400000.0,31000.0
168930,30,Omar Ramos,Real Oviedo,Spain,RM,Left,6000000.0,3800000.0,10000.0
190947,26,D. Jensen,FC Utrecht,Denmark,GK,Right,5500000.0,3500000.0,11000.0
225252,26,J. Duque,Millonarios FC,Colombia,CDM,Right,6300000.0,4300000.0,4000.0
234468,22,E. Reynoso,Boca Juniors,Argentina,CM,Left,8800000.0,5500000.0,16000.0
218341,24,J. Elez,Hannover 96,Croatia,LCB,Right,8300000.000000001,4400000.0,20000.0
142822,34,J. Gutiérrez,Defensa y Justicia,Argentina,CM,Right,2900000.0,1900000.0,12000.0
177126,35,M. Leye,Royal Excel Mouscron,Senegal,ST,Right,2700000.0,1800000.0,9000.0
186598,29,K. Naughton,Swansea City,England,RB,Right,5700000.0,3000000.0,22000.0
203239,27,Caio Secco,CD Feirense,Brazil,GK,Right,7000000.0,3200000.0,8000.0
215015,29,B. Bianchi,Atlético Tucumán,Argentina,RCB,Right,4700000.0,3100000.0,10000.0
236007,19,E. Barco,Atlanta United,Argentina,LM,Right,18100000.0,8500000.0,4000.0
204776,27,T. Leistner,Queens Park Rangers,Germany,RCB,Right,7500000.0,3800000.0,9000.0
211176,23,R. Kishna,ADO Den Haag,Netherlands,LW,Left,,5000000.0,32000.0
213480,28,F. Bachirou,Malmö FF,Comoros,CM,Right,5200000.0,4000000.0,7000.0
239593,26,K. Rezaei,Club Brugge KV,Iran,ST,Right,7700000.0,4900000.0,20000.0
181481,33,D. Vukovic,KRC Genk,Australia,GK,Right,3000000.0,2000000.0,10000.0
193001,33,R. Nouri,AC Ajaccio,France,LM,Right,4300000.0,2400000.0,7000.0
219626,24,J. Gómez,Club Atlético Lanús,Argentina,RB,Right,7000000.0,4500000.0,12000.0
