id,acceleration,balance,ballcontrol,crossing,dribbling,finishing,jumping,overall,positioning,stamina
217813,47.0,64.0,21.0,12.0,16.0,14.0,58.0,72,18.0,37.0
230869,46.0,47.0,16.0,16.0,12.0,14.0,58.0,72,14.0,45.0
200918,78.0,84.0,75.0,64.0,72.0,66.0,74.0,72,65.0,79.0
215254,34.0,47.0,55.0,34.0,37.0,25.0,90.0,72,33.0,40.0
226518,42.0,44.0,62.0,65.0,49.0,34.0,45.0,72,45.0,72.0
233943,77.0,78.0,73.0,56.0,71.0,53.0,69.0,72,58.0,80.0
203736,79.0,73.0,69.0,61.0,71.0,76.0,63.0,72,72.0,61.0
231640,76.0,88.0,75.0,71.0,74.0,68.0,41.0,72,66.0,64.0
199897,60.0,64.0,69.0,54.0,64.0,41.0,85.0,72,51.0,74.0
213209,80.0,74.0,72.0,68.0,71.0,60.0,78.0,72,66.0,91.0
176345,39.0,51.0,24.0,10.0,14.0,16.0,68.0,72,17.0,20.0
183769,44.0,64.0,67.0,60.0,62.0,58.0,79.0,72,56.0,75.0
199386,81.0,83.0,74.0,67.0,73.0,74.0,82.0,72,72.0,78.0
204250,65.0,59.0,70.0,64.0,66.0,70.0,74.0,72,75.0,63.0
206042,77.0,73.0,74.0,54.0,72.0,65.0,75.0,72,68.0,93.0
176346,77.0,78.0,66.0,75.0,65.0,43.0,91.0,72,73.0,75.0
216283,77.0,82.0,72.0,69.0,74.0,54.0,80.0,72,61.0,75.0
238555,85.0,81.0,74.0,59.0,78.0,66.0,55.0,72,66.0,79.0
186331,87.0,88.0,73.0,80.0,77.0,59.0,84.0,72,55.0,72.0
189403,51.0,48.0,48.0,44.0,26.0,30.0,72.0,72,23.0,62.0
209372,75.0,87.0,73.0,61.0,72.0,68.0,58.0,72,72.0,74.0
176348,67.0,70.0,72.0,74.0,71.0,70.0,67.0,72,75.0,70.0
189148,78.0,75.0,72.0,69.0,75.0,71.0,73.0,72,70.0,78.0
192732,73.0,74.0,73.0,73.0,73.0,61.0,71.0,72,69.0,63.0
213725,75.0,76.0,74.0,64.0,72.0,53.0,70.0,72,60.0,75.0
217565,55.0,53.0,63.0,29.0,51.0,22.0,73.0,72,30.0,76.0
222429,76.0,90.0,69.0,58.0,63.0,35.0,78.0,72,51.0,86.0
220638,61.0,66.0,65.0,39.0,53.0,21.0,75.0,72,25.0,75.0
223198,76.0,60.0,73.0,74.0,77.0,56.0,66.0,72,66.0,82.0
231390,79.0,76.0,75.0,59.0,77.0,66.0,70.0,72,72.0,72.0
183518,66.0,66.0,74.0,61.0,66.0,72.0,75.0,72,78.0,69.0
190430,74.0,69.0,69.0,70.0,67.0,35.0,71.0,72,53.0,69.0
200159,49.0,54.0,39.0,18.0,20.0,15.0,73.0,72,10.0,27.0
155871,42.0,49.0,18.0,11.0,14.0,13.0,66.0,72,10.0,39.0
242143,65.0,59.0,72.0,56.0,69.0,55.0,70.0,72,71.0,65.0
194015,61.0,57.0,56.0,49.0,55.0,56.0,88.0,72,47.0,72.0
183520,66.0,70.0,72.0,69.0,70.0,66.0,68.0,72,67.0,73.0
145889,68.0,79.0,69.0,77.0,65.0,43.0,78.0,72,48.0,69.0
229857,68.0,87.0,78.0,65.0,73.0,48.0,51.0,72,63.0,69.0
194017,85.0,61.0,70.0,54.0,68.0,69.0,59.0,72,73.0,81.0
199651,83.0,76.0,73.0,65.0,75.0,58.0,76.0,72,72.0,76.0
208099,40.0,39.0,54.0,35.0,24.0,15.0,54.0,72,38.0,68.0
221923,74.0,63.0,67.0,70.0,71.0,53.0,65.0,72,63.0,73.0
224739,77.0,66.0,69.0,68.0,74.0,70.0,76.0,72,71.0,91.0
216036,70.0,67.0,69.0,80.0,76.0,42.0,75.0,72,68.0,77.0
32740,25.0,37.0,24.0,17.0,12.0,11.0,67.0,72,14.0,22.0
153062,82.0,88.0,71.0,65.0,70.0,65.0,87.0,72,64.0,75.0
243686,73.0,83.0,75.0,68.0,76.0,56.0,34.0,72,67.0,74.0
193254,74.0,55.0,67.0,74.0,68.0,60.0,54.0,72,65.0,88.0
201447,72.0,84.0,74.0,65.0,76.0,64.0,52.0,72,67.0,70.0
208615,62.0,51.0,69.0,37.0,45.0,51.0,75.0,72,50.0,74.0
240359,65.0,64.0,63.0,62.0,62.0,58.0,76.0,72,68.0,78.0
242664,79.0,72.0,73.0,80.0,73.0,46.0,75.0,72,64.0,76.0
177896,53.0,69.0,74.0,68.0,68.0,64.0,53.0,72,65.0,69.0
207593,72.0,73.0,66.0,73.0,67.0,47.0,71.0,72,52.0,84.0
238569,87.0,72.0,67.0,69.0,69.0,74.0,80.0,72,71.0,79.0
202986,63.0,78.0,69.0,70.0,68.0,60.0,56.0,72,75.0,77.0
227562,84.0,80.0,72.0,67.0,73.0,62.0,70.0,72,64.0,80.0
201707,77.0,65.0,64.0,72.0,57.0,24.0,72.0,72,58.0,83.0
233195,84.0,74.0,74.0,59.0,72.0,55.0,54.0,72,72.0,80.0
182763,31.0,53.0,73.0,66.0,71.0,74.0,58.0,72,73.0,77.0
206316,86.0,73.0,72.0,66.0,74.0,68.0,65.0,72,69.0,65.0
208364,84.0,73.0,73.0,70.0,74.0,53.0,90.0,72,67.0,80.0
169708,64.0,63.0,67.0,65.0,62.0,51.0,75.0,72,48.0,57.0
185068,76.0,76.0,73.0,69.0,75.0,67.0,82.0,72,72.0,82.0
216814,74.0,71.0,72.0,69.0,71.0,68.0,60.0,72,69.0,66.0
199663,46.0,51.0,72.0,68.0,67.0,53.0,48.0,72,72.0,70.0
202223,79.0,65.0,68.0,66.0,78.0,68.0,63.0,72,70.0,74.0
229359,73.0,72.0,70.0,73.0,67.0,58.0,60.0,72,61.0,78.0
231919,52.0,57.0,74.0,56.0,69.0,60.0,54.0,72,72.0,51.0
196848,77.0,87.0,74.0,36.0,73.0,76.0,54.0,72,74.0,65.0
188400,47.0,42.0,16.0,18.0,11.0,14.0,65.0,72,18.0,31.0
198641,54.0,33.0,69.0,38.0,67.0,71.0,34.0,72,73.0,69.0
205553,52.0,55.0,50.0,22.0,25.0,35.0,80.0,72,22.0,59.0
177137,66.0,67.0,65.0,55.0,57.0,33.0,81.0,72,47.0,77.0
178417,53.0,44.0,69.0,70.0,65.0,50.0,58.0,72,50.0,71.0
207858,72.0,73.0,69.0,52.0,67.0,73.0,81.0,72,76.0,82.0
167666,59.0,60.0,24.0,12.0,13.0,10.0,68.0,72,15.0,31.0
178418,54.0,47.0,60.0,70.0,59.0,41.0,71.0,72,50.0,65.0
189938,59.0,61.0,63.0,65.0,51.0,52.0,69.0,72,30.0,60.0
214515,76.0,75.0,73.0,70.0,67.0,59.0,72.0,72,62.0,84.0
214771,71.0,72.0,71.0,71.0,70.0,65.0,77.0,72,68.0,78.0
237043,78.0,79.0,72.0,71.0,73.0,63.0,62.0,72,68.0,72.0
241907,84.0,84.0,74.0,62.0,75.0,69.0,59.0,72,69.0,68.0
193267,69.0,67.0,60.0,60.0,61.0,20.0,88.0,72,49.0,60.0
198900,66.0,68.0,57.0,23.0,53.0,17.0,68.0,72,18.0,68.0
199412,87.0,69.0,74.0,68.0,71.0,64.0,64.0,72,73.0,77.0
214004,42.0,45.0,65.0,39.0,62.0,44.0,56.0,72,42.0,53.0
236532,53.0,49.0,68.0,40.0,56.0,27.0,53.0,72,53.0,75.0
212469,52.0,53.0,68.0,44.0,63.0,25.0,48.0,72,47.0,76.0
164853,44.0,42.0,27.0,19.0,19.0,18.0,72.0,72,16.0,38.0
204278,72.0,74.0,70.0,70.0,68.0,42.0,70.0,72,67.0,85.0
221174,84.0,87.0,70.0,69.0,73.0,72.0,54.0,72,71.0,65.0
230390,47.0,38.0,57.0,51.0,45.0,36.0,60.0,72,36.0,64.0
152567,64.0,74.0,63.0,60.0,59.0,56.0,74.0,72,54.0,79.0
198904,55.0,52.0,43.0,44.0,40.0,30.0,82.0,72,33.0,52.0
204280,64.0,34.0,74.0,58.0,71.0,73.0,65.0,72,67.0,70.0
101880,46.0,40.0,15.0,19.0,14.0,12.0,68.0,72,13.0,26.0
235512,87.0,87.0,74.0,61.0,75.0,69.0,71.0,72,70.0,65.0
232441,34.0,46.0,12.0,12.0,8.0,8.0,59.0,72,12.0,45.0
199674,50.0,57.0,60.0,57.0,35.0,37.0,62.0,72,51.0,68.0
205818,75.0,87.0,75.0,65.0,73.0,49.0,83.0,72,58.0,90.0
213498,70.0,90.0,69.0,54.0,71.0,59.0,77.0,72,66.0,83.0
217082,53.0,42.0,57.0,34.0,38.0,21.0,76.0,72,27.0,62.0
221434,72.0,71.0,72.0,59.0,72.0,62.0,67.0,72,66.0,80.0
224506,74.0,68.0,73.0,74.0,68.0,64.0,52.0,72,69.0,72.0
202491,67.0,74.0,76.0,68.0,64.0,57.0,45.0,72,65.0,75.0
167931,47.0,42.0,22.0,16.0,15.0,11.0,52.0,72,12.0,32.0
178171,59.0,60.0,67.0,61.0,44.0,53.0,72.0,72,60.0,69.0
198908,68.0,77.0,74.0,67.0,66.0,47.0,75.0,72,62.0,82.0
208892,74.0,70.0,72.0,70.0,72.0,59.0,77.0,72,65.0,70.0
215292,64.0,63.0,72.0,55.0,71.0,68.0,78.0,72,75.0,69.0
217852,75.0,77.0,73.0,63.0,75.0,71.0,69.0,72,73.0,74.0
189436,53.0,63.0,58.0,35.0,52.0,30.0,80.0,72,33.0,65.0
193276,67.0,65.0,68.0,74.0,63.0,51.0,71.0,72,55.0,78.0
228093,72.0,54.0,73.0,65.0,71.0,72.0,65.0,72,72.0,70.0
167933,45.0,70.0,66.0,52.0,56.0,43.0,69.0,72,59.0,83.0
172285,49.0,62.0,70.0,60.0,69.0,59.0,84.0,72,60.0,74.0
54013,66.0,73.0,75.0,75.0,68.0,65.0,42.0,72,70.0,71.0
188157,43.0,52.0,70.0,65.0,62.0,68.0,82.0,72,74.0,79.0
215294,65.0,50.0,69.0,50.0,64.0,72.0,75.0,72,75.0,64.0
233982,78.0,77.0,69.0,71.0,66.0,48.0,69.0,72,63.0,76.0
171774,64.0,62.0,67.0,62.0,55.0,49.0,77.0,72,57.0,74.0
193278,75.0,55.0,72.0,66.0,68.0,36.0,73.0,72,42.0,77.0
220671,74.0,52.0,71.0,43.0,71.0,74.0,89.0,72,68.0,64.0
192767,69.0,48.0,70.0,72.0,70.0,66.0,81.0,72,71.0,85.0
210688,75.0,76.0,69.0,71.0,68.0,63.0,54.0,71,64.0,89.0
222464,59.0,46.0,27.0,22.0,14.0,15.0,65.0,71,16.0,45.0
230400,71.0,29.0,49.0,36.0,34.0,29.0,57.0,71,42.0,61.0
179712,73.0,80.0,72.0,73.0,73.0,63.0,65.0,71,67.0,71.0
204289,75.0,71.0,72.0,47.0,72.0,71.0,55.0,71,73.0,64.0
160770,65.0,62.0,66.0,58.0,58.0,48.0,81.0,71,65.0,84.0
239106,86.0,80.0,70.0,77.0,68.0,57.0,66.0,71,66.0,76.0
188674,71.0,68.0,72.0,67.0,72.0,73.0,83.0,71,72.0,80.0
213763,58.0,65.0,68.0,47.0,63.0,52.0,61.0,71,46.0,73.0
224003,45.0,45.0,27.0,20.0,15.0,16.0,54.0,71,13.0,42.0
180739,45.0,46.0,28.0,17.0,12.0,14.0,71.0,71,11.0,31.0
201220,76.0,88.0,71.0,63.0,70.0,52.0,59.0,71,64.0,78.0
215556,72.0,56.0,71.0,57.0,73.0,62.0,56.0,71,65.0,74.0
232708,78.0,83.0,65.0,67.0,67.0,33.0,73.0,71,58.0,76.0
186116,58.0,65.0,72.0,66.0,67.0,67.0,62.0,71,70.0,67.0
216325,48.0,42.0,27.0,14.0,20.0,15.0,64.0,71,14.0,31.0
225541,78.0,76.0,64.0,41.0,67.0,68.0,70.0,71,74.0,65.0
168965,58.0,57.0,23.0,14.0,12.0,11.0,69.0,71,18.0,32.0
176389,41.0,43.0,14.0,10.0,12.0,12.0,46.0,71,14.0,25.0
199174,66.0,70.0,56.0,41.0,53.0,12.0,92.0,71,19.0,63.0
221702,74.0,81.0,74.0,67.0,75.0,73.0,46.0,71,73.0,62.0
228614,91.0,69.0,69.0,69.0,73.0,60.0,55.0,71,64.0,67.0
201991,39.0,59.0,72.0,56.0,66.0,39.0,62.0,71,58.0,69.0
212231,55.0,48.0,55.0,34.0,54.0,22.0,77.0,71,25.0,61.0
223495,73.0,69.0,68.0,55.0,64.0,44.0,59.0,71,52.0,73.0
230407,61.0,62.0,56.0,54.0,51.0,44.0,77.0,71,34.0,56.0
233223,78.0,63.0,72.0,57.0,69.0,63.0,59.0,71,72.0,70.0
223240,77.0,64.0,71.0,75.0,61.0,41.0,54.0,71,59.0,84.0
224520,89.0,83.0,72.0,68.0,77.0,62.0,51.0,71,62.0,65.0
229896,77.0,73.0,71.0,70.0,66.0,46.0,72.0,71,63.0,85.0
241672,62.0,49.0,43.0,21.0,21.0,22.0,66.0,71,26.0,58.0
188168,66.0,55.0,69.0,65.0,71.0,52.0,70.0,71,65.0,82.0
200713,66.0,69.0,75.0,54.0,76.0,58.0,63.0,71,68.0,65.0
177673,67.0,66.0,70.0,67.0,68.0,66.0,78.0,71,71.0,67.0
49161,47.0,59.0,57.0,64.0,47.0,37.0,49.0,71,47.0,67.0
223498,71.0,60.0,71.0,63.0,70.0,60.0,61.0,71,64.0,74.0
211723,53.0,57.0,51.0,29.0,48.0,25.0,73.0,71,27.0,76.0
222987,79.0,82.0,75.0,49.0,69.0,52.0,78.0,71,52.0,77.0
223243,45.0,32.0,60.0,37.0,52.0,40.0,55.0,71,55.0,67.0
50955,66.0,85.0,74.0,71.0,70.0,62.0,50.0,71,65.0,73.0
216076,87.0,90.0,73.0,70.0,72.0,50.0,63.0,71,68.0,76.0
200461,94.0,84.0,66.0,65.0,66.0,66.0,80.0,71,66.0,79.0
215309,71.0,63.0,71.0,66.0,69.0,70.0,60.0,71,72.0,72.0
181006,64.0,69.0,70.0,68.0,72.0,64.0,79.0,71,68.0,73.0
207887,80.0,74.0,71.0,53.0,72.0,63.0,72.0,71,54.0,80.0
143119,54.0,75.0,70.0,50.0,57.0,73.0,87.0,71,75.0,72.0
224271,87.0,72.0,70.0,75.0,74.0,64.0,56.0,71,67.0,74.0
36111,39.0,68.0,70.0,45.0,62.0,52.0,62.0,71,59.0,72.0
16,56.0,72.0,71.0,68.0,69.0,64.0,54.0,71,72.0,64.0
230672,55.0,44.0,57.0,35.0,45.0,33.0,68.0,71,31.0,55.0
178448,70.0,80.0,71.0,61.0,65.0,48.0,55.0,71,60.0,83.0
245520,73.0,82.0,72.0,63.0,74.0,65.0,61.0,71,70.0,71.0
203537,73.0,55.0,73.0,64.0,79.0,68.0,33.0,71,64.0,67.0
205585,59.0,84.0,67.0,65.0,59.0,37.0,69.0,71,49.0,78.0
184337,84.0,84.0,67.0,65.0,66.0,62.0,86.0,71,68.0,89.0
208914,68.0,49.0,48.0,26.0,41.0,20.0,80.0,71,45.0,74.0
189459,80.0,75.0,71.0,63.0,76.0,64.0,72.0,71,68.0,71.0
177684,57.0,48.0,62.0,53.0,52.0,48.0,82.0,71,61.0,75.0
235029,78.0,69.0,73.0,39.0,69.0,73.0,62.0,71,76.0,76.0
188949,78.0,88.0,75.0,70.0,75.0,63.0,34.0,71,66.0,73.0
199191,78.0,72.0,62.0,63.0,58.0,33.0,81.0,71,58.0,88.0
139799,44.0,52.0,65.0,52.0,64.0,72.0,86.0,71,77.0,30.0
199960,84.0,77.0,70.0,70.0,71.0,67.0,72.0,71,65.0,67.0
201240,94.0,75.0,69.0,66.0,70.0,69.0,90.0,71,70.0,80.0
168984,61.0,67.0,68.0,48.0,63.0,75.0,75.0,71,71.0,66.0
235544,51.0,64.0,50.0,40.0,55.0,26.0,87.0,71,30.0,75.0
188696,74.0,71.0,72.0,75.0,70.0,59.0,74.0,71,64.0,65.0
164633,52.0,63.0,64.0,66.0,61.0,57.0,80.0,71,64.0,62.0
230681,79.0,62.0,71.0,72.0,72.0,49.0,58.0,71,59.0,78.0
240409,63.0,68.0,56.0,35.0,52.0,24.0,60.0,71,38.0,75.0
243993,68.0,53.0,66.0,43.0,64.0,79.0,69.0,71,70.0,62.0
169498,73.0,76.0,65.0,49.0,64.0,71.0,93.0,71,73.0,76.0
235290,59.0,65.0,59.0,34.0,46.0,30.0,72.0,71,33.0,53.0
192026,63.0,59.0,71.0,67.0,69.0,56.0,62.0,71,65.0,78.0
209691,55.0,66.0,67.0,67.0,44.0,44.0,70.0,71,60.0,80.0
214299,80.0,71.0,68.0,64.0,67.0,60.0,67.0,71,68.0,82.0
215067,69.0,63.0,50.0,57.0,57.0,33.0,87.0,71,43.0,86.0
228124,65.0,34.0,48.0,38.0,45.0,47.0,73.0,71,39.0,69.0
229404,64.0,54.0,62.0,62.0,49.0,27.0,70.0,71,50.0,62.0
167452,50.0,54.0,71.0,59.0,64.0,54.0,75.0,71,66.0,86.0
186140,67.0,63.0,73.0,60.0,69.0,72.0,70.0,71,73.0,65.0
192540,72.0,79.0,71.0,71.0,74.0,62.0,58.0,71,66.0,59.0
206109,76.0,83.0,70.0,59.0,69.0,58.0,65.0,71,64.0,89.0
211741,66.0,64.0,63.0,59.0,59.0,44.0,76.0,71,49.0,89.0
238621,56.0,47.0,57.0,21.0,45.0,30.0,69.0,71,28.0,60.0
245021,47.0,49.0,63.0,42.0,57.0,38.0,82.0,71,43.0,75.0
138782,44.0,61.0,74.0,73.0,63.0,59.0,67.0,71,57.0,63.0
204830,91.0,73.0,79.0,68.0,80.0,66.0,73.0,71,62.0,36.0
205086,71.0,82.0,73.0,69.0,73.0,59.0,68.0,71,65.0,65.0
202271,79.0,86.0,75.0,66.0,73.0,68.0,70.0,71,67.0,74.0
34079,65.0,75.0,72.0,71.0,70.0,40.0,73.0,71,65.0,66.0
232223,89.0,74.0,68.0,70.0,71.0,50.0,75.0,71,70.0,77.0
175391,78.0,72.0,68.0,67.0,77.0,72.0,74.0,71,73.0,52.0
196896,71.0,71.0,71.0,70.0,70.0,50.0,72.0,71,70.0,74.0
204320,78.0,86.0,68.0,69.0,68.0,66.0,74.0,71,65.0,69.0
139296,74.0,64.0,74.0,56.0,66.0,70.0,72.0,71,71.0,72.0
159520,42.0,48.0,15.0,20.0,19.0,12.0,58.0,71,12.0,37.0
202017,90.0,86.0,73.0,65.0,76.0,68.0,62.0,71,67.0,74.0
205857,57.0,40.0,63.0,34.0,46.0,42.0,72.0,71,32.0,75.0
213537,54.0,56.0,66.0,44.0,59.0,42.0,92.0,71,58.0,81.0
214817,76.0,64.0,66.0,66.0,65.0,76.0,63.0,71,71.0,84.0
235041,53.0,68.0,66.0,44.0,55.0,48.0,74.0,71,37.0,76.0
205858,75.0,58.0,75.0,64.0,73.0,72.0,50.0,71,65.0,70.0
209698,57.0,61.0,72.0,62.0,61.0,42.0,70.0,71,40.0,76.0
227106,66.0,42.0,59.0,70.0,57.0,25.0,71.0,71,41.0,61.0
227362,52.0,56.0,59.0,30.0,58.0,60.0,70.0,71,47.0,63.0
233250,73.0,64.0,68.0,66.0,68.0,68.0,81.0,71,68.0,82.0
235554,79.0,71.0,70.0,60.0,71.0,70.0,60.0,71,69.0,60.0
194082,73.0,66.0,71.0,67.0,73.0,70.0,66.0,71,72.0,73.0
157219,69.0,70.0,71.0,57.0,69.0,67.0,70.0,71,72.0,54.0
163619,85.0,91.0,70.0,73.0,74.0,63.0,83.0,71,57.0,76.0
229155,73.0,70.0,69.0,66.0,71.0,46.0,63.0,71,59.0,77.0
177955,47.0,66.0,71.0,63.0,70.0,41.0,62.0,71,38.0,76.0
54051,70.0,87.0,73.0,72.0,73.0,64.0,71.0,71,68.0,53.0
210724,72.0,59.0,67.0,70.0,66.0,70.0,93.0,71,74.0,91.0
212260,80.0,64.0,68.0,51.0,70.0,71.0,72.0,71,71.0,75.0
235812,74.0,69.0,70.0,49.0,74.0,72.0,69.0,71,69.0,65.0
195620,91.0,85.0,72.0,63.0,72.0,67.0,78.0,71,67.0,71.0
222501,69.0,66.0,73.0,76.0,73.0,52.0,70.0,71,62.0,84.0
226085,40.0,54.0,18.0,12.0,18.0,16.0,54.0,71,20.0,42.0
230181,74.0,74.0,64.0,72.0,61.0,48.0,62.0,71,61.0,73.0
244261,78.0,72.0,74.0,64.0,74.0,68.0,50.0,71,63.0,54.0
219174,83.0,63.0,72.0,71.0,71.0,65.0,91.0,71,69.0,77.0
220198,79.0,81.0,74.0,66.0,76.0,71.0,47.0,71,64.0,52.0
232230,84.0,75.0,69.0,65.0,71.0,38.0,74.0,71,64.0,76.0
178470,81.0,85.0,70.0,78.0,64.0,52.0,80.0,71,61.0,91.0
187942,52.0,52.0,70.0,39.0,65.0,69.0,82.0,71,71.0,65.0
157479,68.0,73.0,71.0,76.0,68.0,53.0,66.0,71,59.0,62.0
231207,65.0,53.0,63.0,52.0,50.0,23.0,65.0,71,33.0,70.0
232487,78.0,65.0,70.0,58.0,67.0,59.0,81.0,71,49.0,69.0
236071,78.0,81.0,73.0,74.0,73.0,55.0,66.0,71,56.0,68.0
207657,68.0,76.0,70.0,71.0,68.0,42.0,74.0,71,63.0,74.0
185129,49.0,42.0,18.0,11.0,16.0,13.0,73.0,71,3.0,30.0
194089,52.0,66.0,72.0,73.0,71.0,53.0,68.0,71,65.0,84.0
201514,78.0,73.0,71.0,66.0,72.0,70.0,78.0,71,71.0,76.0
214570,90.0,86.0,71.0,67.0,73.0,66.0,72.0,71,70.0,76.0
219690,55.0,56.0,56.0,36.0,42.0,23.0,87.0,71,28.0,53.0
202283,81.0,79.0,70.0,47.0,72.0,71.0,77.0,71,67.0,67.0
106795,44.0,47.0,20.0,13.0,11.0,18.0,70.0,71,12.0,33.0
125995,52.0,44.0,63.0,58.0,64.0,72.0,63.0,71,77.0,69.0
219180,56.0,44.0,61.0,49.0,43.0,39.0,80.0,71,41.0,65.0
230188,75.0,74.0,62.0,71.0,71.0,55.0,58.0,71,55.0,70.0
239148,68.0,48.0,73.0,56.0,71.0,70.0,69.0,71,74.0,74.0
244268,81.0,74.0,73.0,69.0,71.0,62.0,48.0,71,66.0,50.0
189228,82.0,77.0,63.0,61.0,68.0,28.0,91.0,71,58.0,90.0
226093,88.0,74.0,73.0,53.0,71.0,72.0,76.0,71,69.0,74.0
193581,67.0,47.0,68.0,41.0,52.0,75.0,54.0,71,74.0,67.0
138798,29.0,55.0,35.0,12.0,11.0,13.0,68.0,71,11.0,43.0
148526,50.0,45.0,15.0,14.0,14.0,20.0,74.0,71,14.0,33.0
215086,48.0,55.0,25.0,29.0,13.0,14.0,59.0,71,18.0,40.0
217646,44.0,56.0,27.0,18.0,29.0,14.0,65.0,71,15.0,36.0
176942,50.0,53.0,71.0,66.0,66.0,48.0,81.0,71,44.0,75.0
218415,69.0,70.0,74.0,76.0,75.0,34.0,68.0,71,65.0,73.0
215344,64.0,61.0,60.0,48.0,45.0,33.0,65.0,71,23.0,70.0
184624,60.0,66.0,66.0,56.0,59.0,74.0,76.0,71,78.0,77.0
196913,66.0,79.0,78.0,64.0,72.0,58.0,57.0,71,61.0,78.0
234033,54.0,37.0,72.0,72.0,74.0,69.0,31.0,71,68.0,59.0
237105,74.0,68.0,59.0,47.0,56.0,45.0,78.0,71,41.0,77.0
186161,67.0,68.0,73.0,72.0,74.0,72.0,53.0,71,71.0,64.0
198194,74.0,68.0,68.0,66.0,76.0,66.0,80.0,71,67.0,89.0
227890,82.0,72.0,74.0,73.0,76.0,57.0,56.0,71,67.0,64.0
240690,79.0,74.0,74.0,65.0,77.0,73.0,67.0,71,74.0,69.0
189490,70.0,86.0,71.0,72.0,71.0,65.0,79.0,71,67.0,84.0
205363,46.0,48.0,52.0,32.0,40.0,21.0,71.0,71,21.0,62.0
214323,66.0,72.0,68.0,41.0,65.0,51.0,72.0,71,56.0,53.0
213556,76.0,67.0,68.0,70.0,71.0,65.0,54.0,71,69.0,82.0
190516,74.0,77.0,75.0,66.0,80.0,61.0,50.0,71,63.0,51.0
207669,86.0,69.0,70.0,65.0,68.0,64.0,61.0,71,67.0,79.0
191541,67.0,71.0,75.0,74.0,74.0,36.0,77.0,71,71.0,50.0
193333,72.0,70.0,55.0,49.0,48.0,24.0,82.0,71,19.0,66.0
213302,86.0,87.0,74.0,65.0,73.0,71.0,70.0,71,60.0,64.0
227638,85.0,69.0,70.0,33.0,72.0,69.0,64.0,71,69.0,68.0
192310,72.0,69.0,69.0,68.0,66.0,49.0,67.0,71,64.0,74.0
198455,80.0,77.0,65.0,68.0,65.0,61.0,72.0,71,66.0,91.0
222775,72.0,65.0,69.0,68.0,64.0,45.0,64.0,71,54.0,84.0
181559,37.0,55.0,71.0,54.0,64.0,30.0,70.0,71,56.0,72.0
193847,52.0,34.0,59.0,54.0,51.0,45.0,66.0,71,57.0,89.0
196151,69.0,81.0,78.0,73.0,67.0,69.0,80.0,71,61.0,54.0
241464,65.0,40.0,70.0,43.0,51.0,24.0,67.0,71,25.0,72.0
241720,61.0,54.0,68.0,36.0,65.0,72.0,66.0,71,71.0,51.0
241976,26.0,55.0,25.0,13.0,18.0,9.0,60.0,71,8.0,17.0
185144,66.0,64.0,70.0,39.0,68.0,75.0,34.0,71,73.0,52.0
192824,66.0,71.0,71.0,70.0,70.0,61.0,66.0,71,64.0,81.0
201529,65.0,64.0,55.0,45.0,53.0,20.0,77.0,71,25.0,74.0
206649,30.0,31.0,43.0,17.0,27.0,30.0,32.0,71,23.0,32.0
171321,60.0,71.0,72.0,70.0,69.0,62.0,67.0,71,65.0,69.0
183353,65.0,62.0,69.0,71.0,64.0,58.0,91.0,71,59.0,89.0
194361,72.0,65.0,64.0,59.0,64.0,35.0,76.0,71,62.0,72.0
198970,64.0,46.0,55.0,41.0,46.0,28.0,72.0,71,25.0,72.0
212282,70.0,67.0,71.0,72.0,70.0,64.0,73.0,71,71.0,80.0
191034,84.0,80.0,68.0,64.0,70.0,70.0,92.0,71,67.0,68.0
204347,32.0,34.0,59.0,26.0,31.0,36.0,76.0,71,33.0,63.0
211515,46.0,52.0,24.0,17.0,18.0,14.0,52.0,71,12.0,40.0
229435,78.0,64.0,73.0,52.0,73.0,68.0,70.0,71,69.0,76.0
230459,80.0,84.0,70.0,62.0,74.0,61.0,49.0,71,66.0,60.0
233531,90.0,92.0,74.0,65.0,76.0,55.0,50.0,71,65.0,60.0
171067,53.0,63.0,56.0,53.0,48.0,40.0,78.0,71,38.0,61.0
156988,57.0,82.0,71.0,62.0,65.0,60.0,51.0,71,67.0,74.0
229948,73.0,65.0,72.0,58.0,68.0,74.0,68.0,71,73.0,73.0
175932,68.0,57.0,68.0,68.0,69.0,45.0,75.0,71,58.0,76.0
216381,84.0,90.0,70.0,73.0,69.0,53.0,76.0,71,59.0,84.0
156221,63.0,63.0,66.0,62.0,66.0,60.0,67.0,71,67.0,67.0
223293,75.0,87.0,69.0,67.0,69.0,31.0,70.0,71,61.0,75.0
223550,49.0,51.0,31.0,24.0,27.0,17.0,57.0,71,17.0,35.0
240702,71.0,60.0,69.0,69.0,67.0,68.0,74.0,71,70.0,74.0
197439,38.0,45.0,32.0,9.0,14.0,11.0,68.0,71,10.0,44.0
203327,54.0,34.0,67.0,50.0,65.0,74.0,63.0,71,76.0,72.0
215615,69.0,68.0,72.0,58.0,71.0,70.0,66.0,71,68.0,71.0
231231,79.0,84.0,74.0,70.0,72.0,68.0,52.0,71,63.0,76.0
204352,42.0,49.0,61.0,28.0,30.0,24.0,50.0,71,22.0,66.0
208960,69.0,66.0,64.0,63.0,65.0,60.0,81.0,71,59.0,85.0
232512,90.0,87.0,69.0,68.0,74.0,66.0,84.0,71,65.0,81.0
190528,68.0,63.0,68.0,64.0,70.0,63.0,65.0,71,68.0,82.0
209473,68.0,59.0,72.0,60.0,70.0,70.0,66.0,71,68.0,34.0
